"Property_Number","Property_NAme","Post_Code","Polling_Place_Name","Polling_Place_Address_1","Polling_Place_Address_2","Polling_Place_Address_3","Polling_Place_Address_4","Polling_Place_Postcode"
"5","","HA8 8DQ","New Stonegrove Community Centre","5 Hayling Way/Green Lane","Edgware","","","HA8 8BN"
"5","","HA8 8DR","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 8DS","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 8DX","New Stonegrove Community Centre","5 Hayling Way/Green Lane","Edgware","","","HA8 8BN"
"5","","HA8 8EA","New Stonegrove Community Centre","5 Hayling Way/Green Lane","Edgware","","","HA8 8BN"
"5","","HA8 8EB","New Stonegrove Community Centre","5 Hayling Way/Green Lane","Edgware","","","HA8 8BN"
"5","","HA8 8EP","New Stonegrove Community Centre","5 Hayling Way/Green Lane","Edgware","","","HA8 8BN"
"5","","HA8 8ES","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8EZ","New Stonegrove Community Centre","5 Hayling Way/Green Lane","Edgware","","","HA8 8BN"
"5","","HA8 8FD","New Stonegrove Community Centre","5 Hayling Way/Green Lane","Edgware","","","HA8 8BN"
"5","","HA8 8FH","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8FR","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8FX","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8HA","New Stonegrove Community Centre","5 Hayling Way/Green Lane","Edgware","","","HA8 8BN"
"5","","HA8 8HF","New Stonegrove Community Centre","5 Hayling Way/Green Lane","Edgware","","","HA8 8BN"
"5","","HA8 8HJ","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 8HL","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 8HR","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 8JE","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 8JG","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 8JU","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8LA","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8LH","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 8LL","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 8NS","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 8NZ","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 8PD","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 8PS","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 8PU","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8PX","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8QA","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8QG","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8QY","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8RG","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8RL","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8RN","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8RR","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8RT","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8SD","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8SP","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8SR","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8TA","The Royal British Legion Edgware Branch","Parnell Close","Edgware","Middx","","HA8 8YE"
"5","","HA8 8TG","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8TP","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8TX","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8UA","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8UH","The Royal British Legion Edgware Branch","Parnell Close","Edgware","Middx","","HA8 8YE"
"5","","HA8 8UP","The Royal British Legion Edgware Branch","Parnell Close","Edgware","Middx","","HA8 8YE"
"5","","HA8 8UQ","The Royal British Legion Edgware Branch","Parnell Close","Edgware","Middx","","HA8 8YE"
"5","","HA8 8UR","The Royal British Legion Edgware Branch","Parnell Close","Edgware","Middx","","HA8 8YE"
"5","","HA8 8XE","The Royal British Legion Edgware Branch","Parnell Close","Edgware","Middx","","HA8 8YE"
"5","","HA8 8XG","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8XN","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8XR","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8XT","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"5","","HA8 8XX","The Royal British Legion Edgware Branch","Parnell Close","Edgware","Middx","","HA8 8YE"
"5","","HA8 8YB","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 8YE","The Royal British Legion Edgware Branch","Parnell Close","Edgware","Middx","","HA8 8YE"
"5","","HA8 8YF","The Royal British Legion Edgware Branch","Parnell Close","Edgware","Middx","","HA8 8YE"
"5","","HA8 8YH","The Royal British Legion Edgware Branch","Parnell Close","Edgware","Middx","","HA8 8YE"
"5","","HA8 8YL","The Royal British Legion Edgware Branch","Parnell Close","Edgware","Middx","","HA8 8YE"
"5","","HA8 8YU","The Royal British Legion Edgware Branch","Parnell Close","Edgware","Middx","","HA8 8YE"
"5","","HA8 8YY","The Royal British Legion Edgware Branch","Parnell Close","Edgware","Middx","","HA8 8YE"
"5","","HA8 9AD","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 9AF","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 9AG","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 9AJ","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 9AN","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 9AR","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 9BE","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 9BN","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9BY","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9DA","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9ED","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9EE","Watling Community Association","145 Orange Hill Road","Edgware","Middlesex","","HA8 0TR"
"5","","HA8 9EG","Watling Community Association","145 Orange Hill Road","Edgware","Middlesex","","HA8 0TR"
"5","","HA8 9EN","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9EP","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9EQ","Watling Community Association","145 Orange Hill Road","Edgware","Middlesex","","HA8 0TR"
"5","","HA8 9ER","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9ET","Watling Community Association","145 Orange Hill Road","Edgware","Middlesex","","HA8 0TR"
"5","","HA8 9EU","Watling Community Association","145 Orange Hill Road","Edgware","Middlesex","","HA8 0TR"
"5","","HA8 9EY","Watling Community Association","145 Orange Hill Road","Edgware","Middlesex","","HA8 0TR"
"5","","HA8 9EZ","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9FA","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9GA","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9GB","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9GD","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9GF","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9GG","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9GH","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9HE","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9HF","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9HR","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"5","","HA8 9HX","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9HY","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9JA","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9JG","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9JN","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9JQ","The Annunciation Catholic Junior School","The Meads","Edgware","Middlesex","","HA8 9HQ"
"5","","HA8 9LA","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"5","","HA8 9LE","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"5","","HA8 9LN","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"5","","HA8 9LQ","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"5","","HA8 9LS","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"5","","HA8 9NG","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"5","","HA8 9NS","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"5","","HA8 9PB","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"5","","HA8 9PL","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"5","","HA8 9PP","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"5","","HA8 9PQ","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"5","","HA8 9PT","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9QA","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 9QD","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 9QG","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"5","","HA8 9QJ","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"5","","HA8 9QQ","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"5","","HA8 9RA","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9RL","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9RS","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9RU","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9RW","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9SD","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9SH","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9SN","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9SP","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9SU","The Royal British Legion Edgware Branch","Parnell Close","Edgware","Middx","","HA8 8YE"
"5","","HA8 9SZ","The Royal British Legion Edgware Branch","Parnell Close","Edgware","Middx","","HA8 8YE"
"5","","HA8 9TA","The Royal British Legion Edgware Branch","Parnell Close","Edgware","Middx","","HA8 8YE"
"5","","HA8 9TS","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 9TX","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9UB","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"5","","HA8 9UP","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 9XF","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 9XG","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"5","","HA8 9YA","Watling Community Association","145 Orange Hill Road","Edgware","Middlesex","","HA8 0TR"
"5","","N10 1AA","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"5","","N10 1AD","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"5","","N10 1AE","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"5","","N10 1AL","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"5","","N10 1JT","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"5","","N10 1LX","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"5","","N10 2ER","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"5","","N10 2HA","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"5","","N10 2HE","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"5","","N10 2HP","Freehold Community Centre","9 Alexandra Road","Muswell Hill","London","","N10 2EY"
"5","","N10 2HR","Freehold Community Centre","9 Alexandra Road","Muswell Hill","London","","N10 2EY"
"5","","N10 2HU","Freehold Community Centre","9 Alexandra Road","Muswell Hill","London","","N10 2EY"
"5","","N10 2HY","Freehold Community Centre","9 Alexandra Road","Muswell Hill","London","","N10 2EY"
"5","","N10 2JL","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"5","","N10 2LL","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"5","","N10 2LS","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"5","","N10 2NB","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"5","","N10 2NG","Freehold Community Centre","9 Alexandra Road","Muswell Hill","London","","N10 2EY"
"5","","N10 2NH","Freehold Community Centre","9 Alexandra Road","Muswell Hill","London","","N10 2EY"
"5","","N10 2NZ","Freehold Community Centre","9 Alexandra Road","Muswell Hill","London","","N10 2EY"
"5","","N10 2PB","Freehold Community Centre","9 Alexandra Road","Muswell Hill","London","","N10 2EY"
"5","","N10 2PF","Freehold Community Centre","9 Alexandra Road","Muswell Hill","London","","N10 2EY"
"5","","N10 2PP","Freehold Community Centre","9 Alexandra Road","Muswell Hill","London","","N10 2EY"
"5","","N10 2PQ","Freehold Community Centre","9 Alexandra Road","Muswell Hill","London","","N10 2EY"
"5","","N10 2RP","Freehold Community Centre","9 Alexandra Road","Muswell Hill","London","","N10 2EY"
"5","","N10 2RY","Freehold Community Centre","9 Alexandra Road","Muswell Hill","London","","N10 2EY"
"5","","N11 1DE","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"5","","N11 1DN","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"5","","N11 1DR","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"5","","N11 1DS","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"5","","N11 1DW","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"5","","N11 1EE","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"5","","N11 1EH","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"5","","N11 1EJ","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"5","","N11 1EN","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"5","","N11 1EP","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"5","","N11 1ER","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"5","","N11 1ES","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"5","","N11 1ET","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"5","","N11 1EW","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"5","","N11 1HH","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"5","","N11 1HN","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"5","","N11 1HP","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"5","","N11 1JF","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"5","","N11 1JN","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"5","","N11 1JS","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"5","","N11 1JU","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"5","","N11 1JX","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"5","","N11 1JY","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"5","","N11 1JZ","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"5","","N11 1LN","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"5","","N11 1LR","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"5","","N11 1LS","Brunswick Park Primary School","Osidge Lane","Southgate","London","","N14 5DU"
"5","","N11 1NF","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"5","","N11 1NT","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"5","","N11 1TA","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"5","","N11 1TB","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"5","","N11 3AA","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3AN","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3AR","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3BX","Hindu Cultural Society","3 Lyndhurst Avenue","London","","","N12 0NE"
"5","","N11 3BY","Hindu Cultural Society","3 Lyndhurst Avenue","London","","","N12 0NE"
"5","","N11 3DE","Hindu Cultural Society","3 Lyndhurst Avenue","London","","","N12 0NE"
"5","","N11 3DJ","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3DW","Hindu Cultural Society","3 Lyndhurst Avenue","London","","","N12 0NE"
"5","","N11 3EN","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3ES","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3ET","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3EX","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3EZ","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3FA","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3FB","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3FD","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3FE","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3FF","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3FH","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3FJ","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3FU","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3GH","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3GP","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3GQ","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3GR","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3GT","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3GU","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3HA","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3HF","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3HN","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3HQ","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3HU","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3HY","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3JA","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3JB","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3JE","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3JF","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3JJ","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3JL","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3JS","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3LB","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3LD","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3LG","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3LR","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"5","","N11 3NE","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3NH","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3NP","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3NR","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3NS","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3NU","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3NW","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3PB","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3PD","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3PP","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3PR","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3PS","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3PT","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3PU","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3PX","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3PY","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3PZ","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N11 3QA","Portable Office - At Junction Of","Balmoral Avenue/Regal Drive","Southgate","London","","N11"
"5","","N12 0AG","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0AH","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"5","","N12 0BD","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"5","","N12 0BF","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"5","","N12 0BY","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"5","","N12 0DN","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"5","","N12 0EA","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"5","","N12 0ED","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"5","","N12 0HD","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
"5","","N12 0HE","Our Lady of Lourdes RC Primary School","Bow Lane","Finchley","London","","N12 0JP"
